"size_based.Assemblage" "size_based.t" "size_based.Method" "size_based.Order.q" "size_based.qD" "size_based.qD.LCL" "size_based.qD.UCL" "size_based.SC" "size_based.SC.LCL" "size_based.SC.UCL" "coverage_based.Assemblage" "coverage_based.SC" "coverage_based.t" "coverage_based.Method" "coverage_based.Order.q" "coverage_based.qD" "coverage_based.qD.LCL" "coverage_based.qD.UCL"
"1" "D02" 1 "Rarefaction" 0 3.59259259259259 3.00248388330455 4.18270130188063 0.272006344171295 0.206896873116155 0.337115815226434 "D02" 0.272008856511688 1 "Rarefaction" 0 3.59262303181187 3.03953434857602 4.14571171504771
"2" "D02" 2 "Rarefaction" 0 6.20797720797721 5.29905881638435 7.11689559957008 0.448088818398097 0.372083453704013 0.524094183092182 "D02" 0.44808842127125 2 "Rarefaction" 0 6.20796992099179 5.07398447616065 7.34195536582293
"3" "D02" 3 "Rarefaction" 0 8.19076923076923 7.06721816913078 9.31432029240768 0.566677240285487 0.494067936690439 0.639286543880534 "D02" 0.566675229831574 3 "Rarefaction" 0 8.19072867167583 6.82385261661215 9.5576047267395
"4" "D02" 5 "Rarefaction" 0 11.0040381518642 9.60352646826441 12.4045498354641 0.711874947105787 0.650780049004402 0.772969845207171 "D02" 0.711875814784271 5 "Rarefaction" 0 11.0040549350069 9.3401098681088 12.668000001905
"5" "D02" 6 "Rarefaction" 0 12.0391540826323 10.5462797073632 13.5320284579015 0.759186353762776 0.702798846573247 0.815573860952306 "D02" 0.759185605697531 6 "Rarefaction" 0 12.0391355752151 10.2739706196155 13.8043005308147
"6" "D02" 7 "Rarefaction" 0 12.9042994042994 11.3385248914271 14.4700739171717 0.796698586039689 0.744282847615747 0.84911432446363 "D02" 0.796698427829324 7 "Rarefaction" 0 12.9042953345104 11.0557816847805 14.7528089842404
"7" "D02" 9 "Rarefaction" 0 14.2556099278296 12.5821997017516 15.9290201539077 0.852328993519397 0.80631883663388 0.898339150404913 "D02" 0.852328821856396 9 "Rarefaction" 0 14.255605281241 12.2751775348851 16.2360330275968
"8" "D02" 10 "Rarefaction" 0 14.7861316918525 13.0712300399482 16.5010333437568 0.873362656399598 0.830001264073345 0.916724048725851 "D02" 0.873362838493824 10 "Rarefaction" 0 14.7861359927317 12.7487137103744 16.8235582750889
"9" "D02" 12 "Rarefaction" 0 15.6323775041906 13.8486382738265 17.4161167345548 0.906096166629074 0.867184672629726 0.945007660628421 "D02" 0.906095953278105 12 "Rarefaction" 0 15.6323714630349 13.465312545322 17.7994303807478
"10" "D02" 13 "Rarefaction" 0 15.9697357203751 14.156028127955 17.7834433127952 0.918855654838312 0.881795342077972 0.955915967598651 "D02" 0.918855580802847 13 "Rarefaction" 0 15.9697335963814 13.6747113682225 18.2647558245402
"11" "D02" 14 "Rarefaction" 0 16.2612542937338 14.419323895833 18.1031846916345 0.929719996938504 0.89428384541921 0.965156148457798 "D02" 0.929719827902856 14 "Rarefaction" 0 16.2612493741867 13.774045383491 18.7484533648825
"12" "D02" 16 "Rarefaction" 0 16.7329851943124 14.8373261372862 18.6286442513387 0.946845921070366 0.914030736677938 0.979661105462794 "D02" 0.946845994003897 16 "Rarefaction" 0 16.7329871159535 13.6358183737662 19.8301558581408
"13" "D02" 17 "Rarefaction" 0 16.9239461445411 15.0018077304632 18.8460845586189 0.953525777815098 0.921732649766813 0.985318905863383 "D02" 0.953525720573699 17 "Rarefaction" 0 16.9239443636785 13.4518887510829 20.3959999762741
"14" "D02" 19 "Rarefaction" 0 17.2375969280317 15.261378366026 19.2138154900374 0.96390787159949 0.933639884136446 0.994175859062533 "D02" 0.963908031849145 19 "Rarefaction" 0 17.2375979736652 13.0835052134803 21.3916907338501
"15" "D02" 20 "Rarefaction" 0 17.3672612411743 15.3628275763069 19.3716949060418 0.967852541900054 0.938107254623235 0.997597829176873 "D02" 0.967852436285191 20 "Rarefaction" 0 17.3672574166046 12.916400358472 21.8181144747373
"16" "D02" 21 "Rarefaction" 0 17.4827539610148 15.4489663346594 19.5165415873702 0.971098601085154 0.941726415789855 1 "D02" 0.971098483939843 21 "Rarefaction" 0 17.4827493356878 12.7808455414508 22.1846531299247
"17" "D02" 23 "Rarefaction" 0 17.6809686609687 15.5841278438892 19.7778094780482 0.975812846946868 0.946757340729567 1 "D02" 0.975812786333216 23 "Rarefaction" 0 17.6809655379908 12.5830502336155 22.778880842366
"18" "D02" 24 "Rarefaction" 0 17.7678632478632 15.6368978898941 19.8988286058324 0.977414750198255 0.948307224229426 1 "D02" 0.97741473711734 24 "Rarefaction" 0 17.7678624145334 12.5289317130032 23.0067931160637
"19" "D02" 26 "Rarefaction" 0 17.9259259259259 15.7205192429719 20.13133260888 0.979381443298969 0.949743425744334 1 "D02" 0.979381443298969 26 "Rarefaction" 0 17.9105225614169 12.4953219129552 23.3257232098785
"20" "D02" 27 "Observed" 0 18 15.7538835711917 20.2461164288083 0.980145093547155 0.950548069025287 1 "D02" 0.980145093547155 27 "Observed" 0 18 12.5184149894432 23.4815850105568
"21" "D02" 28 "Extrapolation" 0 18.0713305898491 15.7820307381099 20.3606304415883 0.980880460452816 0.951506441283575 1 "D02" 0.980880460452816 28 "Extrapolation" 0 18.0713305898491 12.5253724872016 23.6172886924966
"22" "D02" 1 "Rarefaction" 1 3.59259259259259 3.00248388330455 4.18270130188063 0.272006344171295 0.206896873116155 0.337115815226434 "D02" 0.272008856511688 1 "Rarefaction" 1 3.59262003554566 3.04165994082187 4.14358013026945
"23" "D02" 2 "Rarefaction" 1 5.95053339942843 5.09321763349424 6.80784916536262 0.448088818398097 0.372083453704013 0.524094183092182 "D02" 0.44808842127125 2 "Rarefaction" 1 5.95052682973302 4.90423808117337 6.99681557829268
"24" "D02" 3 "Rarefaction" 1 7.59888189778593 6.56454260807583 8.63322118749603 0.566677240285487 0.494067936690439 0.639286543880534 "D02" 0.566675229831574 3 "Rarefaction" 1 7.59884817991743 6.37444304484483 8.82325331499002
"25" "D02" 5 "Rarefaction" 1 9.73247336155176 8.45120545665638 11.0137412664471 0.711874947105787 0.650780049004402 0.772969845207171 "D02" 0.711875814784271 5 "Rarefaction" 1 9.73248511872902 8.29763865762063 11.1673315798374
"26" "D02" 6 "Rarefaction" 1 10.4576082029733 9.08605980412142 11.8291566018252 0.759186353762776 0.702798846573247 0.815573860952306 "D02" 0.759185605697531 6 "Rarefaction" 1 10.4575952378815 8.96085758734247 11.9543328884206
"27" "D02" 7 "Rarefaction" 1 11.0403941705062 9.59417970923123 12.4866086317811 0.796698586039689 0.744282847615747 0.84911432446363 "D02" 0.796698427829324 7 "Rarefaction" 1 11.040391428983 9.49733297568433 12.5834498822817
"28" "D02" 9 "Rarefaction" 1 11.9137589290971 10.3527470198462 13.4747708383481 0.852328993519397 0.80631883663388 0.898339150404913 "D02" 0.852328821856396 9 "Rarefaction" 1 11.913755963213 10.3063567073972 13.5211552190288
